#NAME	SENSE	SAMPLE	HAPLOTYPE	LOCUS	PHASE_BLOCK	SUBRANGE
KI270511.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270511.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270756.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270756.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270302.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270302.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000008.2	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000008.2	NO_PHASE_BLOCK	NO_SUBRANGE
KI270737.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270737.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270383.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270383.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270515.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270515.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270334.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270334.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270509.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270509.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270744.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270744.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270392.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270392.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270512.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270512.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270363.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270363.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270582.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270582.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270734.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270734.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270589.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270589.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270517.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270517.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270396.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270396.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270742.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270742.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000226.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000226.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270385.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270385.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270709.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270709.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270362.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270362.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270519.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270519.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270338.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270338.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270420.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270420.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270467.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270467.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270581.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270581.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270732.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270732.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270465.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270465.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270393.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270393.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270539.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270539.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270741.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270741.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270518.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270518.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270322.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270322.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000219.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000219.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270336.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270336.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270714.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270714.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270340.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270340.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270749.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270749.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270755.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270755.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270719.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270719.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000195.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000195.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270312.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270312.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270720.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270720.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270735.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270735.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270751.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270751.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270713.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270713.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270329.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270329.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000220.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000220.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270707.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270707.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270422.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270422.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270375.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270375.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270425.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270425.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270706.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270706.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000216.2	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000216.2	NO_PHASE_BLOCK	NO_SUBRANGE
KI270419.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270419.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270468.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270468.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270529.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270529.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270752.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270752.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270390.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270390.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270717.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270717.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000218.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000218.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270316.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270316.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270729.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270729.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270379.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270379.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270724.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270724.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270748.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270748.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270373.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270373.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270411.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270411.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270435.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270435.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270738.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270738.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270391.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270391.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000225.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000225.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270507.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270507.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270388.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270388.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270303.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270303.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270584.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270584.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270721.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270721.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270743.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270743.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270310.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270310.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270587.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270587.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270384.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270384.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000208.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000208.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270530.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270530.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270418.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270418.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270538.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270538.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270371.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270371.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270591.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270591.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270730.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270730.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270412.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270412.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270747.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270747.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270372.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270372.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270364.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270364.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270330.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270330.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270304.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270304.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270544.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270544.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270736.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270736.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270753.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270753.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270590.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270590.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270731.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270731.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270448.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270448.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270466.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270466.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270725.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270725.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270754.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270754.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000213.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000213.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270317.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270317.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270580.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270580.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270311.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270311.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270381.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270381.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270374.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270374.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270320.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270320.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270376.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270376.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270442.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270442.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270395.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270395.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270579.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270579.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270710.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270710.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270387.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270387.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270715.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270715.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270333.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270333.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270417.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270417.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270712.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270712.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000194.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000194.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270522.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270522.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270521.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270521.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270746.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270746.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270510.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270510.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270305.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270305.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270337.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270337.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270424.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270424.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000214.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000214.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270745.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270745.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270718.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270718.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270335.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270335.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000224.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000224.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000221.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000221.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270548.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270548.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270378.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270378.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270508.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270508.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000009.2	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000009.2	NO_PHASE_BLOCK	NO_SUBRANGE
KI270414.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270414.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270438.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270438.1	NO_PHASE_BLOCK	NO_SUBRANGE
chrM	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	chrM	NO_PHASE_BLOCK	NO_SUBRANGE
KI270382.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270382.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270739.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270739.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270711.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270711.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270750.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270750.1	NO_PHASE_BLOCK	NO_SUBRANGE
GL000205.2	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	GL000205.2	NO_PHASE_BLOCK	NO_SUBRANGE
KI270723.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270723.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270389.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270389.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270726.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270726.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270733.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270733.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270740.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270740.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270583.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270583.1	NO_PHASE_BLOCK	NO_SUBRANGE
KI270716.1	GENERIC	NO_SAMPLE_NAME	NO_HAPLOTYPE	KI270716.1	NO_PHASE_BLOCK	NO_SUBRANGE
